"","DateTime","GreenAlgae_ugL","Bluegreens_ugL","Browns_ugL","Mixed_ugL","YellowSubstances_ugL","TotalConc_ugL","Transmission_perc","Depth_m","Date","DOY"
"340",2019-07-10 23:00:00,0,6.23,7.79,1.14,0.92,15.15,85.31,7.3,2019-07-10,191
"341",2019-07-10 23:00:00,0,7.19,6.59,1.75,1.03,15.52,85.52,7.6,2019-07-10,191
"342",2019-07-10 23:00:00,0.15,9.75,5.89,2.25,1.56,18.04,85.89,7.9,2019-07-10,191
"343",2019-07-10 23:00:00,1.07,11.5,5.19,3.7,1.75,21.46,85.11,8.2,2019-07-10,191
"344",2019-07-10 23:00:00,1.28,13.94,3.68,2.97,1.65,21.87,84.58,8.5,2019-07-10,191
"345",2019-07-10 23:00:00,0.54,15.86,3.32,1.37,1.39,21.11,83.73,8.8,2019-07-10,191
"346",2019-07-10 23:00:00,0.15,17.18,2.21,0,1.22,19.55,83.42,9.1,2019-07-10,191
"347",2019-07-10 23:00:00,0.25,18.05,1.52,0,1.12,19.82,82.25,9.3,2019-07-10,191
"348",2019-07-10 23:00:00,0.75,19.1,0.56,0,1.04,20.4,81.95,9.7,2019-07-10,191
"349",2019-07-10 23:00:00,0.19,20.64,0.61,0,1.08,21.45,81.87,9.9,2019-07-10,191
"350",2019-07-10 23:00:00,1.18,22.07,0.16,0,0.99,23.4,81.7,10.3,2019-07-10,191
"351",2019-07-11 04:00:00,0.77,0.67,0.68,0,0.53,2.11,97.32,0.2,2019-07-11,192
"352",2019-07-11 04:00:00,0.69,0.66,0.63,0,0.54,1.99,98.58,0.4,2019-07-11,192
"353",2019-07-11 04:00:00,0.72,0.61,0.51,0.05,0.54,1.89,98.68,0.6,2019-07-11,192
"354",2019-07-11 04:00:00,0.71,0.6,0.66,0.02,0.54,1.99,99.47,1,2019-07-11,192
"355",2019-07-11 04:00:00,0.84,0.63,0.73,0,0.51,2.2,99.02,1.3,2019-07-11,192
"356",2019-07-11 04:00:00,0.76,0.62,0.66,0.05,0.54,2.08,99.26,1.6,2019-07-11,192
"357",2019-07-11 04:00:00,0.89,0.68,0.55,0,0.54,2.12,99.32,1.9,2019-07-11,192
"358",2019-07-11 04:00:00,0.81,0.63,0.65,0,0.53,2.09,99.27,2.2,2019-07-11,192
"359",2019-07-11 04:00:00,0.81,0.62,0.59,0,0.53,2.02,99.23,2.5,2019-07-11,192
"360",2019-07-11 04:00:00,0.76,0.55,0.46,0.1,0.55,1.87,99.31,2.8,2019-07-11,192
"361",2019-07-11 04:00:00,0.86,0.66,0.71,0,0.56,2.24,99.16,3.1,2019-07-11,192
"362",2019-07-11 04:00:00,1.18,0.68,0.81,0.09,0.57,2.76,98.6,3.5,2019-07-11,192
"363",2019-07-11 04:00:00,1.41,0.61,0.65,0.14,0.53,2.81,99.12,3.7,2019-07-11,192
"364",2019-07-11 04:00:00,1.43,0.61,0.62,0.12,0.58,2.78,98.91,4,2019-07-11,192
"365",2019-07-11 04:00:00,2.32,0.68,0.7,0,0.59,3.7,99.37,4.3,2019-07-11,192
"366",2019-07-11 04:00:00,2.63,0.65,0.9,0.07,0.54,4.25,99.21,4.6,2019-07-11,192
"367",2019-07-11 04:00:00,2.01,0.68,0.93,0.24,0.59,3.86,99.27,4.9,2019-07-11,192
"368",2019-07-11 04:00:00,0.94,0.83,1.25,0.37,0.77,3.39,98.85,5.2,2019-07-11,192
"369",2019-07-11 04:00:00,1.05,0.81,1.13,0.33,0.68,3.31,99.18,5.5,2019-07-11,192
"370",2019-07-11 04:00:00,0.73,0.66,1.12,0.55,0.64,3.06,98.98,5.8,2019-07-11,192
"371",2019-07-11 04:00:00,0.52,0.77,1.3,0.64,0.7,3.23,98.62,6.1,2019-07-11,192
"372",2019-07-11 04:00:00,0.02,1.49,1.97,0.73,0.82,4.21,98.25,6.4,2019-07-11,192
"373",2019-07-11 04:00:00,0,6.38,15.31,0.31,0.44,22,96.24,6.7,2019-07-11,192
"374",2019-07-11 04:00:00,0,8.3,40.61,4.54,0,53.46,92.47,7,2019-07-11,192
"375",2019-07-11 04:00:00,0,8.21,7.97,1.83,1.37,18.01,93.59,7.3,2019-07-11,192
"376",2019-07-11 04:00:00,0,9.37,4.45,1.91,1.79,15.72,93.06,7.6,2019-07-11,192
"377",2019-07-11 04:00:00,0.69,11.45,3.91,1.62,1.82,17.68,92.21,7.9,2019-07-11,192
"378",2019-07-11 04:00:00,0.07,14.25,3.1,0.79,1.48,18.2,90.61,8.2,2019-07-11,192
"379",2019-07-11 04:00:00,0,15.53,2.04,0.53,1.35,18.1,89.48,8.5,2019-07-11,192
"380",2019-07-11 04:00:00,0,19.37,1.37,0.18,1.14,20.91,88.09,8.8,2019-07-11,192
"381",2019-07-11 04:00:00,0.1,19.67,1.63,0,1.11,21.4,88.2,9.1,2019-07-11,192
"382",2019-07-11 04:00:00,0,19.27,1.19,0.47,1.15,20.92,87.99,9.4,2019-07-11,192
"383",2019-07-11 04:00:00,0,20.29,0.99,0.37,1.1,21.65,88,9.7,2019-07-11,192
"384",2019-07-11 04:00:00,0.2,18.26,0.85,0,1.09,19.31,88,10,2019-07-11,192
"385",2019-07-11 04:00:00,0,19.34,0,0.73,1.14,20.07,87.66,10.3,2019-07-11,192
"386",2019-07-11 05:00:00,0.8,0.95,0.66,0.01,0.54,2.43,95.76,0.2,2019-07-11,192
"387",2019-07-11 05:00:00,0.96,0.69,0.6,0.04,0.51,2.29,97.86,0.4,2019-07-11,192
"388",2019-07-11 05:00:00,0.98,0.62,0.5,0.07,0.52,2.17,98.95,0.7,2019-07-11,192
"389",2019-07-11 05:00:00,0.87,0.69,0.61,0,0.52,2.17,98.69,1,2019-07-11,192
"390",2019-07-11 05:00:00,0.88,0.62,0.54,0.08,0.54,2.13,97.99,1.3,2019-07-11,192
"391",2019-07-11 05:00:00,0.88,0.66,0.67,0.04,0.53,2.25,97.81,1.6,2019-07-11,192
"392",2019-07-11 05:00:00,0.73,0.65,0.62,0.04,0.55,2.03,99.34,1.9,2019-07-11,192
"393",2019-07-11 05:00:00,0.7,0.63,0.57,0.09,0.56,2,99.39,2.2,2019-07-11,192
"394",2019-07-11 05:00:00,0.9,0.64,0.73,0.06,0.53,2.33,99.44,2.5,2019-07-11,192
"395",2019-07-11 05:00:00,0.83,0.63,0.68,0.1,0.56,2.23,99.44,2.8,2019-07-11,192
"396",2019-07-11 05:00:00,1.63,0.74,0.87,0.04,0.51,3.28,99.13,3.1,2019-07-11,192
"397",2019-07-11 05:00:00,1.2,0.71,0.94,0.05,0.53,2.9,99.12,3.4,2019-07-11,192
"398",2019-07-11 05:00:00,1.52,0.68,0.79,0.07,0.55,3.07,99.31,3.7,2019-07-11,192
"399",2019-07-11 05:00:00,1.9,0.78,0.82,0,0.68,3.5,99.28,4,2019-07-11,192
"400",2019-07-11 05:00:00,2.7,0.65,0.56,0.24,0.64,4.14,98.09,4.3,2019-07-11,192
"401",2019-07-11 05:00:00,1.97,0.72,0.94,0.16,0.63,3.8,99.43,4.6,2019-07-11,192
"402",2019-07-11 05:00:00,1.83,0.75,1.09,0.22,0.67,3.89,99.46,4.9,2019-07-11,192
"403",2019-07-11 05:00:00,1.59,0.7,1.26,0.29,0.65,3.83,99.42,5.2,2019-07-11,192
"404",2019-07-11 05:00:00,1.06,0.64,0.95,0.56,0.64,3.21,99.26,5.5,2019-07-11,192
"405",2019-07-11 05:00:00,0.8,0.8,1.41,0.57,0.65,3.57,99.09,5.8,2019-07-11,192
"406",2019-07-11 05:00:00,0.16,1.59,6.07,0.08,0.69,7.9,98.75,6.1,2019-07-11,192
"407",2019-07-11 05:00:00,0,2.48,18.93,2.61,0.26,24.02,97,6.4,2019-07-11,192
"408",2019-07-11 05:00:00,0,9.08,48.56,5.01,0,62.64,92.4,6.7,2019-07-11,192
"409",2019-07-11 05:00:00,0,8.3,28.88,2.63,0,39.8,92.44,7,2019-07-11,192
"410",2019-07-11 05:00:00,0,6.93,6.55,2.39,0.92,15.88,94.03,7.3,2019-07-11,192
"411",2019-07-11 05:00:00,0,8.56,5.72,1.7,1.49,15.99,93.53,7.6,2019-07-11,192
"412",2019-07-11 05:00:00,0.27,9.78,4.45,1.91,1.95,16.4,92.85,7.9,2019-07-11,192
"413",2019-07-11 05:00:00,0.49,11.07,4.21,0.77,1.96,16.54,92,8.2,2019-07-11,192
"414",2019-07-11 05:00:00,0,12.98,3.2,0.12,1.76,16.3,91.4,8.5,2019-07-11,192
"415",2019-07-11 05:00:00,0,15.37,2.04,0,1.39,17.41,89.8,8.8,2019-07-11,192
"416",2019-07-11 05:00:00,0.24,17.56,1.83,0,1.33,19.62,89.05,9.1,2019-07-11,192
"417",2019-07-11 05:00:00,0.32,17.95,0.13,1.23,1.22,19.64,88.31,9.4,2019-07-11,192
"418",2019-07-11 05:00:00,0.02,19.4,1.23,0,1.18,20.65,87.64,9.7,2019-07-11,192
"419",2019-07-11 05:00:00,0,21.17,0.98,0,1.12,22.15,88.2,10,2019-07-11,192
"420",2019-07-11 05:00:00,0,18.28,0,0.9,1.12,19.18,88.12,10.3,2019-07-11,192
"421",2019-07-11 09:00:00,1.15,0.27,0.59,0.34,0.21,2.34,96.67,0.3,2019-07-11,192
"422",2019-07-11 09:00:00,1.15,0.27,0.59,0.34,0.21,2.34,96.67,0.3,2019-07-11,192
"423",2019-07-11 09:00:00,0.8,0.57,0.9,0,0.4,2.28,98.65,0.7,2019-07-11,192
"424",2019-07-11 09:00:00,2.36,0.53,0.29,0,0.22,3.17,100,1,2019-07-11,192
"425",2019-07-11 09:00:00,1.98,0.61,0.07,0.24,0.34,2.9,100,1.3,2019-07-11,192
"426",2019-07-11 09:00:00,1.21,0.39,1.14,0,0.22,2.75,100,1.6,2019-07-11,192
"427",2019-07-11 09:00:00,1.67,0.26,0.09,0.69,0.37,2.7,100,1.9,2019-07-11,192
"428",2019-07-11 09:00:00,1.92,0.31,0,0.56,0.34,2.79,100,2.2,2019-07-11,192
"429",2019-07-11 09:00:00,1.62,0.54,0.73,0,0.36,2.89,100,2.5,2019-07-11,192
"430",2019-07-11 09:00:00,1.47,0.2,0.73,0.42,0.25,2.83,100,2.8,2019-07-11,192
"431",2019-07-11 09:00:00,1.09,0.48,1.42,0.06,0.27,3.05,100,3.1,2019-07-11,192
"432",2019-07-11 09:00:00,1.47,0.44,0.77,0.12,0.32,2.79,100,3.4,2019-07-11,192
"433",2019-07-11 09:00:00,1.85,0.61,1.18,0.18,0.54,3.82,100,3.7,2019-07-11,192
"434",2019-07-11 09:00:00,1.71,0.44,0.91,0.58,0.56,3.64,100,4,2019-07-11,192
"435",2019-07-11 09:00:00,1.82,0.47,0.85,0.52,0.58,3.66,100,4.3,2019-07-11,192
"436",2019-07-11 09:00:00,1.4,0.54,1.67,0.4,0.56,4.01,100,4.6,2019-07-11,192
"437",2019-07-11 09:00:00,0.47,0.98,4.29,0,0.6,5.74,100,4.9,2019-07-11,192
"438",2019-07-11 09:00:00,0,0.97,8.83,0.72,0.64,10.51,99.76,5.2,2019-07-11,192
"439",2019-07-11 09:00:00,0,1.3,13.2,1.03,0.57,15.53,98.91,5.5,2019-07-11,192
"440",2019-07-11 09:00:00,0,1.33,11.79,1,0.53,14.13,98.74,5.8,2019-07-11,192
"441",2019-07-11 09:00:00,0,1.63,11.51,0.91,0.58,14.05,98.69,6.1,2019-07-11,192
"442",2019-07-11 09:00:00,0,2.62,13.47,1.81,0.59,17.9,98.32,6.4,2019-07-11,192
"443",2019-07-11 09:00:00,0,10.74,7.04,0,0.6,17.78,96.59,6.7,2019-07-11,192
"444",2019-07-11 09:00:00,0,6.9,4.4,3.99,0.99,15.29,94.1,7,2019-07-11,192
"445",2019-07-11 09:00:00,0,8.86,4.52,3.84,1.42,17.23,93.28,7.3,2019-07-11,192
"446",2019-07-11 09:00:00,0,9.27,4.24,3.01,1.58,16.52,93.15,7.6,2019-07-11,192
"447",2019-07-11 09:00:00,0,9.45,3.46,1.48,1.82,14.39,93.49,7.9,2019-07-11,192
"448",2019-07-11 09:00:00,0,12.84,2.26,0,1.67,15.09,91.98,8.2,2019-07-11,192
"449",2019-07-11 09:00:00,0,14.7,0.92,0.82,1.47,16.43,90.8,8.4,2019-07-11,192
"450",2019-07-11 09:00:00,0.01,18.46,1.42,0,1.19,19.89,89.43,8.8,2019-07-11,192
"451",2019-07-11 09:00:00,0,18.28,1.16,0.22,1.19,19.66,89.16,9.2,2019-07-11,192
"452",2019-07-11 09:00:00,0.14,18.41,0.66,0.5,1.17,19.71,89.11,9.4,2019-07-11,192
"453",2019-07-11 09:00:00,0.27,19.58,0.97,0,1.13,20.82,88.86,9.7,2019-07-11,192
"454",2019-07-11 09:00:00,0,20.37,0.85,0,1.12,21.22,88.64,10,2019-07-11,192
"455",2019-07-11 09:00:00,0.23,22.16,0.61,0,1.06,23,88.39,10.2,2019-07-11,192
"456",2020-08-12 16:00:00,4.23,0.83,1.91,0,0.28,6.96,63.78,0.1,2020-08-12,225
"457",2020-08-12 16:00:00,6.46,1.24,0.91,0,0,8.6,62.99,0.4,2020-08-12,225
"458",2020-08-12 16:00:00,6.28,1.38,2.16,0,0,9.82,64.37,0.7,2020-08-12,225
"459",2020-08-12 16:00:00,6.29,1.22,2.15,0,0.19,9.67,62.12,1,2020-08-12,225
"460",2020-08-12 16:00:00,5.73,1.1,2.36,0,0.1,9.19,61.98,1.3,2020-08-12,225
"461",2020-08-12 16:00:00,5.63,1.01,1.54,0.69,0.05,8.87,61.86,1.6,2020-08-12,225
"462",2020-08-12 16:00:00,6.3,1.29,2.22,0,0.01,9.8,61.79,1.9,2020-08-12,225
"463",2020-08-12 16:00:00,6.68,1.43,5.06,0,0.01,13.17,61.34,2.2,2020-08-12,225
"464",2020-08-12 16:00:00,12.46,2.39,11.64,0,0,26.49,60.04,2.5,2020-08-12,225
"465",2020-08-12 16:00:00,15.35,7.59,5.61,0,0.56,28.55,59.24,2.8,2020-08-12,225
"466",2020-08-12 16:00:00,10.37,5.61,3.46,0,0.29,19.43,59.15,3.1,2020-08-12,225
"467",2020-08-12 16:00:00,7.84,3.16,3.63,2.58,0.44,17.2,60.27,3.4,2020-08-12,225
"468",2020-08-12 16:00:00,12.73,4.16,5.09,6.59,0.39,28.58,59.99,3.7,2020-08-12,225
"469",2020-08-12 16:00:00,12.87,5.25,4.78,4.82,0.49,27.71,59.68,4,2020-08-12,225
"470",2020-08-12 16:00:00,8.11,4.32,2.83,3.01,0.47,18.27,60.51,4.3,2020-08-12,225
"471",2020-08-12 16:00:00,6.74,4.32,2.25,2.31,0.35,15.62,60.35,4.6,2020-08-12,225
"472",2020-08-12 16:00:00,6.09,4.18,1.21,1.98,0.5,13.46,60.1,4.9,2020-08-12,225
"473",2020-08-12 16:00:00,6.68,4.7,1.98,1.21,0.46,14.57,60.24,5.2,2020-08-12,225
"474",2020-08-12 16:00:00,8.33,4.8,2.34,0.22,0.59,15.69,59.23,5.5,2020-08-12,225
"475",2020-08-12 16:00:00,10,4.61,1.95,0.4,0.66,16.96,59.45,5.8,2020-08-12,225
"476",2020-08-12 16:00:00,8.78,4.75,1.95,0.03,0.8,15.51,59.91,6.1,2020-08-12,225
"477",2020-08-12 16:00:00,9.14,4.51,1.8,0.12,1,15.58,61.17,6.4,2020-08-12,225
"478",2020-08-12 16:00:00,10.99,4.68,2.15,0,1.05,17.82,61.31,6.7,2020-08-12,225
"479",2020-08-12 16:00:00,22.37,6.78,2.73,0,2.24,31.88,57.7,7,2020-08-12,225
"480",2020-08-12 16:00:00,24.48,7.17,2.3,0,3.45,33.95,56.77,7.3,2020-08-12,225
"481",2020-08-12 16:00:00,23.69,7.25,2.32,0,3.41,33.26,57.58,7.6,2020-08-12,225
"482",2020-08-12 16:00:00,13.53,4.23,1.46,0,2.37,19.22,61.17,7.9,2020-08-12,225
"483",2020-08-12 16:00:00,11.85,3.74,1.19,0,2.08,16.78,62.34,8.2,2020-08-12,225
"484",2020-08-12 16:00:00,9.97,2.98,0.91,0.2,1.83,14.05,63.97,8.5,2020-08-12,225
"485",2020-08-12 16:00:00,9.41,3.17,1.06,0,1.72,13.64,64.74,8.8,2020-08-12,225
"486",2020-08-12 16:00:00,8.97,2.81,0.99,0.03,1.65,12.8,65.87,9.1,2020-08-12,225
"487",2020-08-12 16:00:00,8.65,2.61,0.75,0.21,1.68,12.23,66.46,9.3,2020-08-12,225
"488",2020-08-12 16:00:00,9.01,2.82,1.04,0.12,1.68,13,68.03,9.8,2020-08-12,225
"489",2020-08-12 16:00:00,8.61,2.7,1.01,0.12,1.69,12.43,68.76,10,2020-08-12,225
"490",2020-08-12 16:00:00,11.48,3.54,1.79,0,1.92,16.81,74.3,10.3,2020-08-12,225
