Project,site_no,collect_date,Hour,sample_ID,DepthOfTow_m,InitialSampleVolume_mL,Subsample,SubsampleVolume_mL,Zooplankton_No.,date_processed,mesh_size_μm,INT,Notes,PhantomMidgePresence_YesNo
FCR2020,FCR_50,30-Sep-20,12:00,F30Sep20_noon,9,2000,A,1,6,27-Jul-21,80,CEB,Lots of phytos and debris!,
FCR2020,FCR_50,30-Sep-20,12:00,F30Sep20_noon,9,2000,B,4,19,27-Jul-21,80,CEB,,
FCR2020,FCR_50,30-Sep-20,12:00,F30Sep20_noon,9,1200,C,2,41,27-Jul-21,80,CEB,,
FCR2020,FCR_50,30-Sep-20,12:00,F30Sep20_noon,9,1200,D,3,26,27-Jul-21,80,CEB,,
FCR2020,FCR_50,8-Jun-20,12:00,F08Jun20_noon_epi,4.2,1500,A,1,10,28-Jul-21,80,CEB,,
FCR2020,FCR_50,8-Jun-20,12:00,F08Jun20_noon_epi,4.2,1500,B,5,75,28-Jul-21,80,CEB,,
FCR2020,FCR_50,8-Jun-20,12:00,F08Jun20_noon_epi,4.2,1500,C,2,30,28-Jul-21,80,CEB,,
FCR2020,FCR_50,27-Jul-20,11:45,F27Jul20_noon,9,1000,A,1,36,28-Jul-21,80,CEB,,
FCR2020,FCR_50,27-Jul-20,11:45,F27Jul20_noon,9,1000,B,1,33,28-Jul-21,80,CEB,,
FCR2020,FCR_50,27-Jul-20,11:45,F27Jul20_noon,9,1000,C,1,23,28-Jul-21,80,CEB,,
FCR2020,FCR_50,27-Jul-20,11:45,F27Jul20_noon,9,1000,D,1,37,28-Jul-21,80,CEB,,
FCR2020,FCR_50,27-Jul-20,11:30,F27Jul20_noon_epi,3.6,1000,A,1,76,30-Jul-21,80,CEB,,
FCR2020,FCR_50,27-Jul-20,11:30,F27Jul20_noon_epi,3.6,2000,B,1,39,30-Jul-21,80,CEB,,
FCR2020,FCR_50,27-Jul-20,11:30,F27Jul20_noon_epi,3.6,2000,C,1,42,30-Jul-21,80,CEB,,
FCR2020,FCR_50,20-Jul-20,11:13,F20Jul20_noon_epi,3.7,1000,A,1,42,3-Aug-21,80,CEB,,
FCR2020,FCR_50,20-Jul-20,11:13,F20Jul20_noon_epi,3.7,1000,B,1,60,3-Aug-21,80,CEB,,
FCR2020,FCR_50,20-Jul-20,11:13,F20Jul20_noon_epi,3.7,1000,C,1,49,3-Aug-21,80,CEB,,
FCR2020,FCR_50,20-Jul-20,11:25,F20Jul20_noon,9,1000,A,1,14,3Aug21,80,CEB,,
FCR2020,FCR_50,20-Jul-20,11:25,F20Jul20_noon,9,1000,B,3,26,3Aug21,80,CEB,,
FCR2020,FCR_50,20-Jul-20,11:25,F20Jul20_noon,9,1000,C,5,65,3Aug21,80,CEB,,
FCR2020,FCR_schind,15-Sep-20,11:30,F_pel_15Sep20_noon_schind_0.1_rep1,0.1,300,A,3,14,4Aug21,61,CEB,,
FCR2020,FCR_schind,15-Sep-20,11:30,F_pel_15Sep20_noon_schind_0.1_rep1,0.1,300,B,5,64,4Aug21,61,CEB,,
FCR2020,FCR_schind,15-Sep-20,11:30,F_pel_15Sep20_noon_schind_0.1_rep1,0.1,300,C,5,19,4Aug21,61,CEB,,
FCR2020,FCR_schind,15-Sep-20,11:30,F_pel_15Sep20_noon_schind_0.1_rep1,0.1,300,D,3,15,4Aug21,61,CEB,,
FCR2020,FCR_schind,15-Sep-20,11:36,F_pel_15Sep20_noon_schind_1.0_rep1,1,200,A,3,58,4Aug21,61,CEB,,
FCR2020,FCR_schind,15-Sep-20,11:36,F_pel_15Sep20_noon_schind_1.0_rep1,1,200,B,1,9,4Aug21,61,CEB,,
FCR2020,FCR_schind,15-Sep-20,11:36,F_pel_15Sep20_noon_schind_1.0_rep1,1,200,C,3,67,4Aug21,61,CEB,,
FCR2020,FCR_schind,15-Sep-20,11:41,F_pel_15Sep20_noon_schind_2.0_rep1,2,300,A,3,72,4Aug21,61,CEB,,
FCR2020,FCR_schind,15-Sep-20,11:41,F_pel_15Sep20_noon_schind_2.0_rep1,2,300,B,1,9,4Aug21,61,CEB,,
FCR2020,FCR_schind,15-Sep-20,11:41,F_pel_15Sep20_noon_schind_2.0_rep1,2,300,C,2,28,4Aug21,61,CEB,,
FCR2020,FCR_schind,15-Sep-20,11:45,F_pel_15Sep20_noon_schind_3.0_rep1,3,300,A,1,56,6Aug21,61,CEB,,
FCR2020,FCR_schind,15-Sep-20,11:45,F_pel_15Sep20_noon_schind_3.0_rep1,3,300,B,1,27,6Aug21,61,CEB,,
FCR2020,FCR_schind,15-Sep-20,11:45,F_pel_15Sep20_noon_schind_3.0_rep1,3,300,C,1,56,6Aug21,61,CEB,,
FCR2020,FCR_schind,15-Sep-20,11:51,F_pel_15Sep20_noon_schind_4.0_rep1,4,300,A,1,33,6Aug21,61,CEB,,
FCR2020,FCR_schind,15-Sep-20,11:51,F_pel_15Sep20_noon_schind_4.0_rep1,4,300,B,1,64,6Aug21,61,CEB,,
FCR2020,FCR_schind,15-Sep-20,11:51,F_pel_15Sep20_noon_schind_4.0_rep1,4,300,C,1,26,6Aug21,61,CEB,,
FCR2020,FCR_schind,15-Sep-20,11:56,F_pel_15Sep20_noon_schind_5.0_rep1,5,300,A,3,103,25Aug21,61,CEB,,
FCR2020,FCR_schind,15-Sep-20,11:56,F_pel_15Sep20_noon_schind_5.0_rep1,5,500,B,1,21,25Aug21,61,CEB,,
FCR2020,FCR_schind,15-Sep-20,11:56,F_pel_15Sep20_noon_schind_5.0_rep1,5,500,C,1,10,25Aug21,61,CEB,,
FCR2020,FCR_schind,15-Sep-20,12:04,F_pel_15Sep20_noon_schind_6.0_rep1,6,500,A,3,70,26Aug21,61,CEB,,
FCR2020,FCR_schind,15-Sep-20,12:04,F_pel_15Sep20_noon_schind_6.0_rep1,6,500,B,1,28,26Aug21,61,CEB,,
FCR2020,FCR_schind,15-Sep-20,12:04,F_pel_15Sep20_noon_schind_6.0_rep1,6,500,C,1,28,26Aug21,61,CEB,,
FCR2020,FCR_schind,15-Sep-20,12:10,F_pel_15Sep20_noon_schind_7.0_rep1,7,700,A,1,10,31-Aug-21,61,CEB,,
FCR2020,FCR_schind,15-Sep-20,12:10,F_pel_15Sep20_noon_schind_7.0_rep1,7,700,B,3,44,31-Aug-21,61,CEB,,
FCR2020,FCR_schind,15-Sep-20,12:10,F_pel_15Sep20_noon_schind_7.0_rep1,7,700,C,4,61,31-Aug-21,61,CEB,,
FCR2020,FCR_schind,15-Sep-20,12:18,F_pel_15Sep20_noon_schind_8.0_rep1,8,700,A,3,47,1-Sep-21,61,CEB,,
FCR2020,FCR_schind,15-Sep-20,12:18,F_pel_15Sep20_noon_schind_8.0_rep1,8,700,B,3,24,1-Sep-21,61,CEB,,
FCR2020,FCR_schind,15-Sep-20,12:18,F_pel_15Sep20_noon_schind_8.0_rep1,8,700,C,4,72,1-Sep-21,61,CEB,,
FCR2020,FCR_schind,15-Sep-20,12:24,F_pel_15Sep20_noon_schind_9.0_rep1,9,500,A,3,56,2-Sep-21,61,CEB,,
FCR2020,FCR_schind,15-Sep-20,12:24,F_pel_15Sep20_noon_schind_9.0_rep1,9,500,B,3,55,2-Sep-21,61,CEB,,
FCR2020,FCR_schind,15-Sep-20,12:24,F_pel_15Sep20_noon_schind_9.0_rep1,9,500,C,1,13,2-Sep-21,61,CEB,,
