Project,site_no,collect_date,Hour,sample_ID,DepthOfTow_m,InitialSampleVolume_mL,Subsample,SubsampleVolume_mL,Zooplankton_No.,date_processed,mesh_size_μm,INT,Notes,PhantomMidgePresence_YesNo
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,10,1000,A,2,12,28-Sep-20,80,HLW,sample is kind of degraded - prob not enough etoh added to prperly preserve,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,10,1000,B,5,34,28-Sep-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,10,1000,C,5,18,28-Sep-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,10,1000,D,5,19,28-Sep-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,10,1000,E,5,22,28-Sep-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,10,1000,A,5,13,28-Sep-20,80,HLW,super muddy sample - I think these tows hit the platform and consequently got a lot of dirt knocked into the net :/,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,10,1000,B,5,23,28-Sep-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,10,1000,C,5,22,28-Sep-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,10,1000,D,5,17,28-Sep-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,10,1000,E,5,20,28-Sep-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,12:06,B_pel_12Aug20_noon_epi_rep1,4,500,A,4,47,29-Sep-20,80,HLW,lots of feathery looking phytos,
FCR2020,BVR_50,12-Aug-20,12:06,B_pel_12Aug20_noon_epi_rep1,4,500,B,4,85,29-Sep-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,12:06,B_pel_12Aug20_noon_epi_rep1,4,500,C,2,54,29-Sep-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,12:15,B_pel_12Aug20_noon_epi_rep2,4,500,A,2,53,29-Sep-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,12:15,B_pel_12Aug20_noon_epi_rep2,4,500,B,2,36,29-Sep-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,12:15,B_pel_12Aug20_noon_epi_rep2,4,500,C,1,19,29-Sep-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,13:02,B_pel_12Aug20_noon_20_rep2,10,500,A,2,0,29-Sep-20,20,HLW,ignore rep 1 - filtered through 74 um sieve (and also rep 1 hit platfirm so kind of unusable anyway),
FCR2020,BVR_50,12-Aug-20,13:02,B_pel_12Aug20_noon_20_rep2,10,500,B,5,0,29-Sep-20,20,HLW,This is a very clear sample - the only thing I see is 2 choborus floating around; some phytos/scattered debris under the scope,
FCR2020,BVR_50,12-Aug-20,13:02,B_pel_12Aug20_noon_20_rep2,10,500,C,10,0,29-Sep-20,20,HLW,,
FCR2020,BVR_50,12-Aug-20,13:27,B_pel_12Aug20_noon_epi_20_rep1,4,200,A,5,1,30-Sep-20,20,HLW,"Starting to think this is a sieve problem and not a net problem - other 20 um samples have visible zoops but after sieving, water looks clear…",
FCR2020,BVR_50,12-Aug-20,13:27,B_pel_12Aug20_noon_epi_20_rep1,4,200,B,10,2,30-Sep-20,20,HLW,,
FCR2020,BVR_50,12-Aug-20,18:18,B_pel_12Aug20_sunset_epi_h1_rep1,4,700,A,2,59,30-Sep-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,18:18,B_pel_12Aug20_sunset_epi_h1_rep1,4,700,B,1,14,30-Sep-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,18:18,B_pel_12Aug20_sunset_epi_h1_rep1,4,700,C,2,39,30-Sep-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,18:37,B_pel_12Aug20_sunset_epi_h1_rep2,4,700,A,1,41,30-Sep-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,18:37,B_pel_12Aug20_sunset_epi_h1_rep2,4,700,B,1,43,30-Sep-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,18:37,B_pel_12Aug20_sunset_epi_h1_rep2,4,700,C,1,37,30-Sep-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,19:16,B_pel_12Aug20_sunset_epi_h2_rep1,4,700,A,2,57,2-Oct-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,19:16,B_pel_12Aug20_sunset_epi_h2_rep1,4,700,B,1,19,2-Oct-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,19:16,B_pel_12Aug20_sunset_epi_h2_rep1,4,700,C,2,76,2-Oct-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,19:24,B_pel_12Aug20_sunset_epi_h2_rep2,4,700,A,2,47,2-Oct-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,19:24,B_pel_12Aug20_sunset_epi_h2_rep2,4,700,B,2,42,2-Oct-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,19:24,B_pel_12Aug20_sunset_epi_h2_rep2,4,700,C,1,24,2-Oct-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,20:16,B_pel_12Aug20_sunset_epi_h3_rep1,4,1000,A,2,26,5-Oct-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,20:16,B_pel_12Aug20_sunset_epi_h3_rep1,4,1000,B,2,12,5-Oct-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,20:16,B_pel_12Aug20_sunset_epi_h3_rep1,4,1000,C,5,54,5-Oct-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,20:16,B_pel_12Aug20_sunset_epi_h3_rep1,4,1000,D,2,14,5-Oct-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,20:35,B_pel_12Aug20_sunset_epi_h3_rep2,4,1000,A,4,73,5-Oct-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,20:35,B_pel_12Aug20_sunset_epi_h3_rep2,4,1000,B,2,47,5-Oct-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,20:35,B_pel_12Aug20_sunset_epi_h3_rep2,4,1000,C,2,21,5-Oct-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,21:16,B_pel_12Aug20_sunset_epi_h4_rep1,4,1000,A,1,36,6-Oct-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,21:16,B_pel_12Aug20_sunset_epi_h4_rep1,4,1000,B,2,36,6-Oct-20,80,HLW,3 tangled chaoborus,yes
FCR2020,BVR_50,12-Aug-20,21:16,B_pel_12Aug20_sunset_epi_h4_rep1,4,1000,C,2,31,6-Oct-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,21:24,B_pel_12Aug20_sunset_epi_h4_rep2,4,1000,A,2,46,6-Oct-20,80,HLW,,
FCR2020,BVR_50,12-Aug-20,21:24,B_pel_12Aug20_sunset_epi_h4_rep2,4,1000,B,2,41,6-Oct-20,80,HLW,x1 chaoborus,yes
FCR2020,BVR_50,12-Aug-20,21:24,B_pel_12Aug20_sunset_epi_h4_rep2,4,1000,C,2,45,6-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,0:22,B_pel_13Aug20_midnight_rep1,10,1000,A,2,10,7-Oct-20,80,HLW,x2 ostracods,
FCR2020,BVR_50,13-Aug-20,0:22,B_pel_13Aug20_midnight_rep1,10,1000,B,5,22,7-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,0:22,B_pel_13Aug20_midnight_rep1,10,1000,C,5,35,7-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,0:22,B_pel_13Aug20_midnight_rep1,10,1000,D,5,36,7-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,0:22,B_pel_13Aug20_midnight_rep1,10,1000,E,5,26,7-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,0:34,B_pel_13Aug20_midnight_rep2,10,700,A,2,14,7-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,0:34,B_pel_13Aug20_midnight_rep2,10,700,B,5,30,7-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,0:34,B_pel_13Aug20_midnight_rep2,10,700,C,5,46,7-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,0:34,B_pel_13Aug20_midnight_rep2,10,700,D,2,20,7-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,0:00,B_pel_13Aug20_midnight_epi_rep1,4,1000,A,2,36,8-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,0:00,B_pel_13Aug20_midnight_epi_rep1,4,1000,B,2,39,8-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,0:00,B_pel_13Aug20_midnight_epi_rep1,4,1000,C,2,42,8-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,0:06,B_pel_13Aug20_midnight_epi_rep2,4,1000,A,2,21,8-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,0:06,B_pel_13Aug20_midnight_epi_rep2,4,1000,B,4,84,8-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,0:06,B_pel_13Aug20_midnight_epi_rep2,4,1000,C,2,27,8-Oct-20,80,HLW,,
FCR2020,FCR_50,29-Jun-20,0:00,F29Jun20_midnight_20_unfilt_rep1,2.6,50,A,50,39,9-Oct-20,20,HLW,*test sample - not fitered through a sieve,
FCR2020,FCR_50,29-Jun-20,0:00,F29Jun20_midnight_20_unfilt_rep2,2.6,50,A,50,61,9-Oct-20,20,HLW,Note: there are a lot of small phytos/debris in these samples - it's possible that I'm missing the small zoops using the dissecting scope so prob need to confirm on higher mag microscope,
FCR2020,FCR_50,29-Jun-20,0:00,F29Jun20_midnight_20_unfilt_rep3,2.6,50,A,50,73,9-Oct-20,20,HLW,forgot to copy taxa into sizeID sheet,
FCR2020,FCR_50,29-Jun-20,0:00,F29Jun20_midnight_20_filt_rep1,2.6,50,A,25,14,9-Oct-20,20,HLW,,
FCR2020,FCR_50,29-Jun-20,0:00,F29Jun20_midnight_20_filt_rep2,2.6,50,A,25,23,9-Oct-20,20,HLW,,
FCR2020,FCR_50,29-Jun-20,0:00,F29Jun20_midnight_20_filt_rep3,2.6,50,A,25,39,9-Oct-20,20,HLW,I hate myself - just realized that something I thought was not a zoop is actually a small trichocerca. It's probably fine for this test sample because I've been consistently ignoring this zoop so hopefully it cancels out among filtered vs unfiltered samples?,
FCR2020,BVR_50,13-Aug-20,4:38,B_pel_13Aug20_sunrise_h1_epi_rep2,4,700,A,1,21,12-Oct-20,80,HLW,ostracod,
FCR2020,BVR_50,13-Aug-20,4:38,B_pel_13Aug20_sunrise_h1_epi_rep2,4,700,B,2,44,12-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,4:38,B_pel_13Aug20_sunrise_h1_epi_rep2,4,700,C,2,42,12-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,4:31,B_pel_13Aug20_sunrise_h1_epi_rep1,4,700,A,2,60,12-Oct-20,80,HLW,ostracod,
FCR2020,BVR_50,13-Aug-20,4:31,B_pel_13Aug20_sunrise_h1_epi_rep1,4,700,B,1,25,12-Oct-20,80,HLW,ostracods and chaoborus,yes
FCR2020,BVR_50,13-Aug-20,4:31,B_pel_13Aug20_sunrise_h1_epi_rep1,4,700,C,1,15,12-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,5:33,B_pel_13Aug20_sunrise_h2_epi_rep1,4,700,A,2,28,13-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,5:33,B_pel_13Aug20_sunrise_h2_epi_rep1,4,700,B,3,70,13-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,5:33,B_pel_13Aug20_sunrise_h2_epi_rep1,4,700,C,2,39,13-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,5:40,B_pel_13Aug20_sunrise_h2_epi_rep2,4,700,A,2,32,13-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,5:40,B_pel_13Aug20_sunrise_h2_epi_rep2,4,700,B,2,36,13-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,5:40,B_pel_13Aug20_sunrise_h2_epi_rep2,4,700,C,2,40,13-Oct-20,80,HLW,chaoborus,yes
FCR2020,BVR_50,13-Aug-20,6:31,B_pel_13Aug20_sunrise_h3_epi_rep1,4,700,A,2,70,14-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,6:31,B_pel_13Aug20_sunrise_h3_epi_rep1,4,700,B,1,40,14-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,6:31,B_pel_13Aug20_sunrise_h3_epi_rep1,4,700,C,1,31,14-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,6:42,B_pel_13Aug20_sunrise_h3_epi_rep2,4,700,A,2,37,14-Oct-20,80,HLW,Prob want to count rep 3,
FCR2020,BVR_50,13-Aug-20,6:42,B_pel_13Aug20_sunrise_h3_epi_rep2,4,700,B,2,38,14-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,6:42,B_pel_13Aug20_sunrise_h3_epi_rep2,4,700,C,2,62,14-Oct-20,80,HLW,ostracod,
FCR2020,BVR_50,13-Aug-20,7:30,B_pel_13Aug20_sunrise_h4_epi_rep1,4,700,A,2,85,15-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,7:30,B_pel_13Aug20_sunrise_h4_epi_rep1,4,700,B,1,48,15-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,7:30,B_pel_13Aug20_sunrise_h4_epi_rep1,4,700,C,1,47,15-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,7:38,B_pel_13Aug20_sunrise_h4_epi_rep2,4,700,A,2,51,15-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,7:38,B_pel_13Aug20_sunrise_h4_epi_rep2,4,700,B,1,29,15-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,7:38,B_pel_13Aug20_sunrise_h4_epi_rep2,4,700,C,1,24,15-Oct-20,80,HLW,Yeah need to count rep 3,
FCR2020,BVR_50,13-Aug-20,12:21,B_pel_13Aug20_noon_rep1,10,1000,A,2,17,16-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,12:21,B_pel_13Aug20_noon_rep1,10,1000,B,5,17,16-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,12:21,B_pel_13Aug20_noon_rep1,10,1000,C,5,24,16-Oct-20,80,HLW,x1 chaoborus,yes
FCR2020,BVR_50,13-Aug-20,12:21,B_pel_13Aug20_noon_rep1,10,1000,D,5,38,16-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,12:21,B_pel_13Aug20_noon_rep1,10,1000,E,5,19,16-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,12:32,B_pel_13Aug20_noon_rep2,10,700,A,5,15,16-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,12:32,B_pel_13Aug20_noon_rep2,10,700,B,5,15,16-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,12:32,B_pel_13Aug20_noon_rep2,10,700,C,5,18,16-Oct-20,80,HLW,x1 chaoborus,
FCR2020,BVR_50,13-Aug-20,12:32,B_pel_13Aug20_noon_rep2,10,700,D,5,17,16-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,12:32,B_pel_13Aug20_noon_rep2,10,700,E,5,16,16-Oct-20,80,HLW,x1 ostracod,
FCR2020,BVR_50,13-Aug-20,12:32,B_pel_13Aug20_noon_rep2,10,700,F,5,22,16-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,12:00,B_pel_13Aug20_noon_epi_rep1,4,700,A,2,76,19-Oct-20,80,HLW,x1 ostracod,
FCR2020,BVR_50,13-Aug-20,12:00,B_pel_13Aug20_noon_epi_rep1,4,700,B,1,48,19-Oct-20,80,HLW,x3 ostracod,
FCR2020,BVR_50,13-Aug-20,12:00,B_pel_13Aug20_noon_epi_rep1,4,700,C,1,20,19-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,12:00,B_pel_13Aug20_noon_epi_rep1,4,700,D,1,16,19-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,12:06,B_pel_13Aug20_noon_epi_rep2,4,700,A,1,32,19-Oct-20,80,HLW,x1 ostracod,
FCR2020,BVR_50,13-Aug-20,12:06,B_pel_13Aug20_noon_epi_rep2,4,700,B,1,44,19-Oct-20,80,HLW,x1 ostracod,
FCR2020,BVR_50,13-Aug-20,12:06,B_pel_13Aug20_noon_epi_rep2,4,700,C,1,24,19-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,6:50,B_pel_13Aug20_sunrise_h3_epi_rep3,4,700,A,2,35,20-Oct-20,80,HLW,x1 ostracod,
FCR2020,BVR_50,13-Aug-20,6:50,B_pel_13Aug20_sunrise_h3_epi_rep3,4,700,B,2,47,20-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,6:50,B_pel_13Aug20_sunrise_h3_epi_rep3,4,700,C,2,81,20-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,7:44,B_pel_13Aug20_sunrise_h4_epi_rep3,4,700,A,2,27,20-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,7:44,B_pel_13Aug20_sunrise_h4_epi_rep3,4,700,B,2,20,20-Oct-20,80,HLW,,
FCR2020,BVR_50,13-Aug-20,7:44,B_pel_13Aug20_sunrise_h4_epi_rep3,4,700,C,4,60,20-Oct-20,80,HLW,,
FCR2020,BVR_l,12-Aug-20,12:05,B_mac_12Aug20_noon_rep1,2,300,A,3,82,21-Oct-20,80,HLW,x1 ostracod; lots of phytos and rotifers,
FCR2020,BVR_l,12-Aug-20,12:05,B_mac_12Aug20_noon_rep1,2,300,B,1,18,21-Oct-20,80,HLW,,
FCR2020,BVR_l,12-Aug-20,12:05,B_mac_12Aug20_noon_rep1,2,300,C,1,12,21-Oct-20,80,HLW,,
FCR2020,BVR_l,12-Aug-20,12:05,B_mac_12Aug20_noon_rep1,2,300,D,1,24,21-Oct-20,80,HLW,,
FCR2020,BVR_l,12-Aug-20,12:11,B_mac_12Aug20_noon_rep2,2,300,A,1,30,21-Oct-20,80,HLW,,
FCR2020,BVR_l,12-Aug-20,12:11,B_mac_12Aug20_noon_rep2,2,300,B,2,65,21-Oct-20,80,HLW,,
FCR2020,BVR_l,12-Aug-20,12:11,B_mac_12Aug20_noon_rep2,2,300,C,1,34,21-Oct-20,80,HLW,count rep 3,
FCR2020,BVR_l,13-Aug-20,12:01,B_mac_13Aug20_noon_rep1,2,300,A,2,110,26-Oct-20,80,HLW,   ,
FCR2020,BVR_l,13-Aug-20,12:01,B_mac_13Aug20_noon_rep1,2,300,B,1,48,26-Oct-20,80,HLW,,
FCR2020,BVR_l,13-Aug-20,12:01,B_mac_13Aug20_noon_rep1,2,300,C,1,27,26-Oct-20,80,HLW,,
FCR2020,BVR_l,13-Aug-20,12:08,B_mac_13Aug20_noon_rep2,2,300,A,2,102,26-Oct-20,80,HLW,,
FCR2020,BVR_l,13-Aug-20,12:08,B_mac_13Aug20_noon_rep2,2,300,B,1,40,26-Oct-20,80,HLW,,
FCR2020,BVR_l,13-Aug-20,12:08,B_mac_13Aug20_noon_rep2,2,300,C,1,46,26-Oct-20,80,HLW,,
FCR2020,BVR_l,12-Aug-20,18:26,B_mac_12Aug20_sunset_h1_rep1,2,300,A,2,72,27-Oct-20,80,HLW,,
FCR2020,BVR_l,12-Aug-20,18:26,B_mac_12Aug20_sunset_h1_rep1,2,300,B,2,38,27-Oct-20,80,HLW,,
FCR2020,BVR_l,12-Aug-20,18:26,B_mac_12Aug20_sunset_h1_rep1,2,300,C,2,105,27-Oct-20,80,HLW,,
FCR2020,BVR_l,12-Aug-20,12:15,B_mac_12Aug20_noon_rep3,2,300,A,2,87,27-Oct-20,80,HLW,some kind of mite,
FCR2020,BVR_l,12-Aug-20,12:15,B_mac_12Aug20_noon_rep3,2,300,B,2,66,27-Oct-20,80,HLW,,
FCR2020,BVR_l,12-Aug-20,12:15,B_mac_12Aug20_noon_rep3,2,300,C,1,35,27-Oct-20,80,HLW,,
FCR2020,BVR_l,12-Aug-20,19:15,B_mac_12Aug20_sunset_h2_rep1,2,300,A,1,33,28-Oct-20,80,HLW,,
FCR2020,BVR_l,12-Aug-20,19:15,B_mac_12Aug20_sunset_h2_rep1,2,300,B,2,29,28-Oct-20,80,HLW,mite,
FCR2020,BVR_l,12-Aug-20,19:15,B_mac_12Aug20_sunset_h2_rep1,2,300,C,4,95,28-Oct-20,80,HLW,,
FCR2020,BVR_l,12-Aug-20,19:20,B_mac_12Aug20_sunset_h2_rep2,2,300,A,2,38,28-Oct-20,80,HLW,,
FCR2020,BVR_l,12-Aug-20,19:20,B_mac_12Aug20_sunset_h2_rep2,2,300,B,2,32,28-Oct-20,80,HLW,,
FCR2020,BVR_l,12-Aug-20,19:20,B_mac_12Aug20_sunset_h2_rep2,2,300,C,2,48,28-Oct-20,80,HLW,x1 ostracod,
FCR2020,BVR_l,12-Aug-20,20:15,B_mac_12Aug20_sunset_h3_rep1,2,500,A,2,29,29-Oct-20,80,HLW,,
FCR2020,BVR_l,12-Aug-20,20:15,B_mac_12Aug20_sunset_h3_rep1,2,500,B,2,35,29-Oct-20,80,HLW,,
FCR2020,BVR_l,12-Aug-20,20:15,B_mac_12Aug20_sunset_h3_rep1,2,500,C,4,59,29-Oct-20,80,HLW,,
FCR2020,BVR_l,12-Aug-20,20:19,B_mac_12Aug20_sunset_h3_rep2,2,500,A,2,32,29-Oct-20,80,HLW,,
FCR2020,BVR_l,12-Aug-20,20:19,B_mac_12Aug20_sunset_h3_rep2,2,500,B,2,58,29-Oct-20,80,HLW,,
FCR2020,BVR_l,12-Aug-20,20:19,B_mac_12Aug20_sunset_h3_rep2,2,500,C,2,45,29-Oct-20,80,HLW,count rep 3,
FCR2020,BVR_l,12-Aug-20,21:15,B_mac_12Aug20_sunset_h4_rep1,2,700,A,2,21,2-Nov-20,80,HLW,x1 ostracod,
FCR2020,BVR_l,12-Aug-20,21:15,B_mac_12Aug20_sunset_h4_rep1,2,700,B,2,24,2-Nov-20,80,HLW,x1 ostracod,
FCR2020,BVR_l,12-Aug-20,21:15,B_mac_12Aug20_sunset_h4_rep1,2,700,C,4,54,2-Nov-20,80,HLW,x1 ostracod; counted 3 collotheca that I was previously thinking were cilliates - still not 100% they are rotifers,
FCR2020,BVR_l,12-Aug-20,21:20,B_mac_12Aug20_sunset_h4_rep2,2,700,A,3,45,2-Nov-20,80,HLW,"x2 ostracod, big round mite",
FCR2020,BVR_l,12-Aug-20,21:20,B_mac_12Aug20_sunset_h4_rep2,2,700,B,3,43,2-Nov-20,80,HLW,,
FCR2020,BVR_l,12-Aug-20,21:20,B_mac_12Aug20_sunset_h4_rep2,2,700,C,2,40,2-Nov-20,80,HLW,count rep 3,
FCR2020,BVR_l,12-Aug-20,20:24,B_mac_12Aug20_sunset_h3_rep3,2,500,A,2,30,3-Nov-20,80,HLW,,
FCR2020,BVR_l,12-Aug-20,20:24,B_mac_12Aug20_sunset_h3_rep3,2,500,B,2,79,3-Nov-20,80,HLW,,
FCR2020,BVR_l,12-Aug-20,20:24,B_mac_12Aug20_sunset_h3_rep3,2,500,C,2,57,3-Nov-20,80,HLW,,
FCR2020,BVR_l,12-Aug-20,21:24,B_mac_12Aug20_sunset_h4_rep3,2,700,A,2,41,3-Nov-20,80,HLW,,
FCR2020,BVR_l,12-Aug-20,21:24,B_mac_12Aug20_sunset_h4_rep3,2,700,B,2,46,3-Nov-20,80,HLW,some kind of zoop predator (don't think it's a cahoborus); x1 ostracod,
FCR2020,BVR_l,12-Aug-20,21:24,B_mac_12Aug20_sunset_h4_rep3,2,700,C,1,25,3-Nov-20,80,HLW,,
FCR2020,BVR_l,13-Aug-20,0:00,B_mac_13Aug20_midnight_rep1,2,1000,A,2,56,4-Nov-20,80,HLW,really cool mite with blue legs!,
FCR2020,BVR_l,13-Aug-20,0:00,B_mac_13Aug20_midnight_rep1,2,1000,B,1,41,4-Nov-20,80,HLW,,
FCR2020,BVR_l,13-Aug-20,0:00,B_mac_13Aug20_midnight_rep1,2,1000,C,1,31,4-Nov-20,80,HLW,,
FCR2020,BVR_l,13-Aug-20,0:08,B_mac_13Aug20_midnight_rep2,2,1000,A,2,35,4-Nov-20,80,HLW,,
FCR2020,BVR_l,13-Aug-20,0:08,B_mac_13Aug20_midnight_rep2,2,1000,B,2,44,4-Nov-20,80,HLW,,
FCR2020,BVR_l,13-Aug-20,0:08,B_mac_13Aug20_midnight_rep2,2,1000,C,2,63,4-Nov-20,80,HLW,,
FCR2020,BVR_l,13-Aug-20,4:32,B_mac_13Aug20_sunrise_h1_rep1,2,300,A,1,70,5-Nov-20,80,HLW,,
FCR2020,BVR_l,13-Aug-20,4:32,B_mac_13Aug20_sunrise_h1_rep1,2,300,B,1,56,5-Nov-20,80,HLW,,
FCR2020,BVR_l,13-Aug-20,4:32,B_mac_13Aug20_sunrise_h1_rep1,2,300,C,1,79,5-Nov-20,80,HLW,,
FCR2020,BVR_l,13-Aug-20,4:58,B_mac_13Aug20_sunrise_h1_rep2,2,1000,A,1,39,5-Nov-20,80,HLW,,
FCR2020,BVR_l,13-Aug-20,4:58,B_mac_13Aug20_sunrise_h1_rep2,2,1000,B,1,60,5-Nov-20,80,HLW,,
FCR2020,BVR_l,13-Aug-20,4:58,B_mac_13Aug20_sunrise_h1_rep2,2,1000,C,1,46,5-Nov-20,80,HLW,,
FCR2020,BVR_l,13-Aug-20,0:16,B_mac_13Aug20_midnight_rep3,2,1000,A,2,50,6-Nov-20,80,HLW,x1 ostracod,
FCR2020,BVR_l,13-Aug-20,0:16,B_mac_13Aug20_midnight_rep3,2,1000,B,2,86,6-Nov-20,80,HLW,x2 ostracods,
FCR2020,BVR_l,13-Aug-20,0:16,B_mac_13Aug20_midnight_rep3,2,1000,C,2,26,6-Nov-20,80,HLW,x1 ostracod,
FCR2020,BVR_l,13-Aug-20,0:16,B_mac_13Aug20_midnight_rep3,2,1000,D,2,47,6-Nov-20,80,HLW,,
FCR2020,BVR_l,13-Aug-20,4:43,B_mac_13Aug20_sunrise_h1_rep3,2,1000,A,1,30,6-Nov-20,80,HLW,,
FCR2020,BVR_l,13-Aug-20,4:43,B_mac_13Aug20_sunrise_h1_rep3,2,1000,B,1,46,6-Nov-20,80,HLW,,
FCR2020,BVR_l,13-Aug-20,4:43,B_mac_13Aug20_sunrise_h1_rep3,2,1000,C,1,55,6-Nov-20,80,HLW,,
FCR2020,BVR_l,13-Aug-20,5:30,B_mac_13Aug20_sunrise_h2_rep1,2,1000,A,1,51,9-Nov-20,80,HLW,x1 ostracod,
FCR2020,BVR_l,13-Aug-20,5:30,B_mac_13Aug20_sunrise_h2_rep1,2,1000,B,1,77,9-Nov-20,80,HLW,,
FCR2020,BVR_l,13-Aug-20,5:30,B_mac_13Aug20_sunrise_h2_rep1,2,1000,C,1,80,9-Nov-20,80,HLW,,
FCR2020,BVR_l,13-Aug-20,5:36,B_mac_13Aug20_sunrise_h2_rep2,2,1000,A,1,36,9-Nov-20,80,HLW,x1 ostracod,
FCR2020,BVR_l,13-Aug-20,5:36,B_mac_13Aug20_sunrise_h2_rep2,2,1000,B,1,73,9-Nov-20,80,HLW,weird little mite,
