Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total cell count	Trans. 700 nm	LED 3 [525 nm]	LED 4 [570 nm]	LED 5 [610 nm]	LED 6 [370 nm]	LED 7 [590 nm]	LED 8 [470 nm]	Pressure	Temp. LEDs	Temp. Sensor
date	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	r.u.	cells/ml	digits	digits	digits	digits	digits	digits	digits	bar	°C	°C
7/10/2019 7:33:08 PM	1.75	0.31	0.98	0.18	0.00	0.00	0.00	0.19	3.22	93.76	0.25	26.53	930	305	439	5	0	0	0	0	1680	163.42	5.07	1.41	5.46	6.59	7.47	11.96	1.02	43.84	13.63
7/10/2019 7:33:10 PM	1.99	0.22	0.74	0.24	0.00	0.00	0.00	0.15	3.19	94.69	0.40	26.64	1055	225	334	7	0	0	0	0	1621	165.05	4.65	1.46	5.22	6.16	7.20	11.58	1.04	43.91	13.65
7/10/2019 7:33:13 PM	1.93	0.27	0.81	0.20	0.00	0.00	0.00	0.17	3.20	95.08	0.56	26.66	1023	270	363	6	0	0	0	0	1662	165.72	4.72	1.39	5.32	6.29	7.30	11.62	1.05	43.95	13.67
7/10/2019 7:33:15 PM	1.86	0.25	0.77	0.26	0.00	0.00	0.00	0.20	3.13	94.97	0.65	26.60	983	251	347	8	0	0	0	0	1589	165.54	4.86	1.48	5.31	6.59	7.37	11.78	1.06	44.04	13.64
7/10/2019 7:33:18 PM	1.84	0.30	0.84	0.13	0.00	0.00	0.00	0.18	3.12	95.07	0.74	26.59	977	301	379	4	0	0	0	0	1661	165.70	4.62	1.30	5.26	6.30	7.17	11.35	1.07	44.08	13.66
7/10/2019 7:33:20 PM	1.90	0.24	0.77	0.23	0.00	0.00	0.00	0.18	3.14	95.02	0.81	26.65	1009	244	345	7	0	0	0	0	1605	165.62	4.72	1.41	5.22	6.36	7.25	11.59	1.08	44.17	13.68
7/10/2019 7:33:22 PM	1.70	0.22	0.82	0.28	0.00	0.00	0.00	0.19	3.02	95.10	0.92	26.70	900	223	371	8	0	0	0	0	1502	165.76	4.89	1.52	5.16	6.30	7.21	11.45	1.09	44.21	13.67
7/10/2019 7:33:25 PM	1.88	0.16	0.55	0.36	0.00	0.00	0.00	0.21	2.95	95.13	1.01	26.66	994	164	247	11	0	0	0	0	1416	165.81	4.63	1.52	4.99	6.48	7.17	11.41	1.10	44.26	13.67
7/10/2019 7:33:27 PM	1.71	0.26	0.88	0.18	0.00	0.00	0.00	0.17	3.03	95.20	1.08	26.62	909	260	397	5	0	0	0	0	1571	165.94	4.72	1.34	5.12	6.11	7.09	11.21	1.11	44.34	13.69
7/10/2019 7:33:29 PM	1.74	0.26	0.89	0.20	0.00	0.00	0.00	0.20	3.09	95.31	1.14	26.57	920	258	402	6	0	0	0	0	1587	166.12	4.91	1.50	5.26	6.50	7.18	11.67	1.11	44.39	13.68
7/10/2019 7:33:32 PM	1.67	0.29	0.82	0.18	0.00	0.00	0.00	0.21	2.96	95.28	1.20	26.56	885	295	367	5	0	0	0	0	1552	166.08	4.67	1.48	5.24	6.42	7.09	11.14	1.12	44.47	13.70
7/10/2019 7:33:34 PM	1.70	0.23	0.72	0.29	0.00	0.00	0.00	0.21	2.94	95.15	1.27	26.53	900	231	325	9	0	0	0	0	1464	165.85	4.74	1.45	5.10	6.36	7.22	11.22	1.12	44.52	13.70
7/10/2019 7:33:37 PM	1.84	0.23	0.83	0.24	0.00	0.00	0.00	0.18	3.14	95.20	1.35	26.54	976	228	373	7	0	0	0	0	1585	165.92	4.89	1.45	5.21	6.45	7.26	11.79	1.13	44.59	13.72
7/10/2019 7:33:39 PM	1.75	0.26	0.88	0.21	0.00	0.00	0.00	0.18	3.09	95.31	1.42	26.59	927	256	394	6	0	0	0	0	1583	166.13	4.84	1.53	5.26	6.31	7.15	11.51	1.14	44.63	13.74
7/10/2019 7:33:41 PM	1.70	0.18	0.73	0.30	0.00	0.00	0.00	0.20	2.91	95.32	1.47	26.57	901	178	330	9	0	0	0	0	1418	166.14	4.76	1.43	4.91	6.35	7.06	11.30	1.14	44.68	13.73
7/10/2019 7:33:44 PM	1.76	0.24	0.86	0.28	0.00	0.00	0.00	0.19	3.14	95.42	1.54	26.54	933	238	389	8	0	0	0	0	1568	166.31	5.05	1.65	5.36	6.54	7.32	11.89	1.15	44.74	13.74
