Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total cell count	Trans. 700 nm	LED 3 [525 nm]	LED 4 [570 nm]	LED 5 [610 nm]	LED 6 [370 nm]	LED 7 [590 nm]	LED 8 [470 nm]	Pressure	Temp. LEDs	Temp. Sensor
date	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	r.u.	cells/ml	digits	digits	digits	digits	digits	digits	digits	bar	°C	°C
7/10/2019 10:38:10 PM	1.12	0.49	0.78	0.00	0.00	0.00	0.00	0.36	2.39	82.35	0.23	26.44	594	487	352	0	0	0	0	0	1433	143.55	4.28	1.25	5.35	6.96	6.73	9.73	1.02	38.43	12.18
7/10/2019 10:38:12 PM	1.09	0.48	0.75	0.00	0.00	0.00	0.00	0.37	2.32	83.12	0.34	26.38	580	479	337	0	0	0	0	0	1395	144.89	4.18	1.18	5.18	6.88	6.73	9.50	1.03	38.51	12.21
7/10/2019 10:38:15 PM	1.16	0.48	0.78	0.00	0.00	0.00	0.00	0.35	2.42	82.51	0.45	26.38	614	482	351	0	0	0	0	0	1447	143.82	4.26	1.24	5.31	6.90	6.78	9.76	1.04	38.58	12.19
7/10/2019 10:38:17 PM	1.05	0.50	0.78	0.00	0.00	0.00	0.00	0.38	2.32	82.81	0.56	26.37	555	497	351	0	0	0	0	0	1403	144.35	4.30	1.19	5.36	7.05	6.71	9.64	1.05	38.67	12.18
7/10/2019 10:38:19 PM	1.16	0.45	0.78	0.00	0.00	0.00	0.00	0.38	2.39	83.31	0.65	26.36	616	452	349	0	0	0	0	0	1417	145.21	4.29	1.20	5.16	7.10	6.69	9.91	1.06	38.76	12.21
7/10/2019 10:38:22 PM	1.10	0.49	0.77	0.00	0.00	0.00	0.00	0.37	2.36	82.88	0.68	26.32	583	488	347	0	0	0	0	0	1418	144.47	4.27	1.17	5.30	6.99	6.75	9.67	1.07	38.84	12.21
7/10/2019 10:38:24 PM	1.08	0.47	0.84	0.00	0.00	0.00	0.00	0.39	2.38	84.07	0.74	26.27	572	467	376	0	0	0	0	0	1415	146.54	4.44	1.18	5.19	7.26	6.81	10.05	1.07	38.91	12.22
7/10/2019 10:38:27 PM	1.03	0.47	0.72	0.00	0.00	0.00	0.00	0.39	2.22	83.59	0.78	26.35	548	468	324	0	0	0	0	0	1340	145.70	4.13	1.19	5.05	7.02	6.63	9.40	1.08	38.99	12.23
7/10/2019 10:38:29 PM	1.14	0.45	0.66	0.00	0.00	0.00	0.00	0.37	2.26	83.17	0.78	26.30	604	454	299	0	0	0	0	0	1356	144.98	3.98	1.17	5.03	6.77	6.55	9.26	1.08	39.08	12.25
7/10/2019 10:38:31 PM	1.09	0.46	0.77	0.00	0.00	0.00	0.00	0.37	2.32	84.25	0.93	26.35	576	460	348	0	0	0	0	0	1384	146.85	4.22	1.18	5.16	6.90	6.62	9.59	1.09	39.15	12.24
7/10/2019 10:38:34 PM	1.17	0.45	0.71	0.00	0.00	0.00	0.00	0.37	2.32	84.21	1.04	26.52	619	446	319	0	0	0	0	0	1384	146.78	4.10	1.15	5.03	6.90	6.63	9.57	1.10	39.23	12.27
7/10/2019 10:38:36 PM	1.02	0.52	0.78	0.00	0.00	0.00	0.00	0.40	2.31	84.13	1.18	26.44	538	515	350	0	0	0	0	0	1403	146.64	4.35	1.27	5.50	7.24	6.67	9.70	1.12	39.31	12.26
7/10/2019 10:38:38 PM	1.12	0.45	0.76	0.00	0.00	0.00	0.00	0.36	2.33	86.13	1.33	26.43	594	447	343	0	0	0	0	0	1384	150.13	4.19	1.20	5.04	6.90	6.66	9.63	1.13	39.40	12.27
7/10/2019 10:38:41 PM	1.15	0.45	0.76	0.00	0.00	0.00	0.00	0.36	2.36	85.17	1.46	26.50	609	453	341	0	0	0	0	0	1403	148.47	4.18	1.19	5.11	6.86	6.67	9.64	1.14	39.48	12.28
7/10/2019 10:38:43 PM	1.09	0.49	0.75	0.00	0.00	0.00	0.00	0.36	2.33	85.49	1.58	26.48	577	491	339	0	0	0	0	0	1407	149.01	4.19	1.19	5.23	6.86	6.77	9.49	1.16	39.55	12.29
7/10/2019 10:38:46 PM	1.06	0.47	0.82	0.00	0.00	0.00	0.00	0.36	2.35	85.41	1.69	26.51	561	470	369	0	0	0	0	0	1399	148.88	4.31	1.25	5.18	6.91	6.73	9.67	1.17	39.61	12.29
7/10/2019 10:38:48 PM	1.23	0.44	0.66	0.00	0.00	0.00	0.00	0.36	2.33	85.35	1.73	26.45	652	441	296	0	0	0	0	0	1389	148.77	3.99	1.09	5.06	6.80	6.56	9.46	1.17	39.72	12.33
7/10/2019 10:38:50 PM	1.03	0.48	0.81	0.00	0.00	0.00	0.00	0.37	2.32	86.41	1.80	26.29	544	481	366	0	0	0	0	0	1391	150.62	4.30	1.20	5.19	6.91	6.76	9.59	1.18	39.80	12.33
7/10/2019 10:38:53 PM	1.16	0.46	0.82	0.00	0.00	0.00	0.00	0.35	2.44	85.88	1.89	26.44	616	459	368	0	0	0	0	0	1443	149.69	4.33	1.30	5.24	6.95	6.72	9.92	1.18	39.88	12.34
7/10/2019 10:38:55 PM	1.03	0.48	0.83	0.02	0.00	0.00	0.00	0.36	2.36	86.53	1.98	26.60	546	481	371	1	0	0	0	0	1399	150.84	4.38	1.27	5.21	6.94	6.89	9.72	1.19	39.94	12.33
7/10/2019 10:38:58 PM	1.18	0.43	0.71	0.07	0.00	0.00	0.00	0.35	2.39	86.77	2.12	26.59	628	434	318	2	0	0	0	0	1382	151.24	4.26	1.27	5.11	6.90	6.86	9.80	1.21	40.01	12.36
7/10/2019 10:39:00 PM	1.13	0.45	0.75	0.04	0.00	0.00	0.00	0.35	2.37	86.95	2.25	26.60	601	451	336	1	0	0	0	0	1389	151.56	4.24	1.21	5.10	6.82	6.83	9.66	1.22	40.12	12.38
7/10/2019 10:39:02 PM	1.13	0.47	0.82	0.00	0.00	0.00	0.00	0.35	2.42	86.70	2.35	26.51	599	475	368	0	0	0	0	0	1442	151.13	4.31	1.24	5.24	6.86	6.82	9.78	1.23	40.18	12.35
7/10/2019 10:39:05 PM	1.15	0.49	0.76	0.00	0.00	0.00	0.00	0.36	2.40	86.94	2.49	26.46	610	492	342	0	0	0	0	0	1443	151.55	4.23	1.24	5.33	6.92	6.79	9.69	1.24	40.25	12.37
7/10/2019 10:39:07 PM	1.18	0.47	0.78	0.00	0.00	0.00	0.00	0.35	2.42	86.98	2.62	26.50	626	466	349	0	0	0	0	0	1441	151.61	4.23	1.24	5.24	6.85	6.73	9.75	1.26	40.32	12.37
7/10/2019 10:39:09 PM	1.24	0.43	0.70	0.05	0.00	0.00	0.00	0.34	2.43	87.30	2.70	26.54	657	432	317	1	0	0	0	0	1407	152.16	4.21	1.21	5.09	6.82	6.85	9.79	1.26	40.42	12.41
7/10/2019 10:39:12 PM	1.27	0.47	0.90	0.01	0.00	0.00	0.00	0.34	2.65	87.56	2.77	26.53	674	465	406	0	0	0	0	0	1545	152.63	4.60	1.28	5.37	7.16	7.06	10.60	1.27	40.50	12.39
7/10/2019 10:39:14 PM	1.30	0.49	0.74	0.00	0.00	0.00	0.00	0.34	2.52	87.19	2.83	26.42	688	489	331	0	0	0	0	0	1508	151.99	4.20	1.20	5.44	6.84	6.83	9.86	1.28	40.57	12.41
7/10/2019 10:39:17 PM	1.14	0.50	0.75	0.02	0.00	0.00	0.00	0.37	2.40	88.10	2.98	26.41	602	497	337	1	0	0	0	0	1436	153.57	4.30	1.26	5.30	7.06	6.98	9.80	1.29	40.65	12.42
7/10/2019 10:39:19 PM	1.38	0.49	0.72	0.08	0.00	0.00	0.00	0.35	2.68	88.31	3.14	26.40	733	494	326	2	0	0	0	0	1555	153.93	4.49	1.38	5.59	7.23	7.33	10.53	1.31	40.72	12.44
7/10/2019 10:39:21 PM	1.25	0.59	0.83	0.00	0.00	0.00	0.00	0.42	2.68	86.83	3.26	26.14	663	592	375	0	0	0	0	0	1629	151.36	4.70	1.39	5.88	7.88	7.51	10.85	1.32	40.80	12.44
7/10/2019 10:39:24 PM	1.58	0.56	0.81	0.00	0.00	0.00	0.00	0.38	2.95	88.21	3.43	25.79	840	561	363	0	0	0	0	0	1763	153.75	4.71	1.44	6.01	7.93	7.56	11.51	1.34	40.89	12.46
7/10/2019 10:39:26 PM	1.85	0.54	0.78	0.01	0.00	0.00	0.00	0.37	3.19	89.25	3.58	25.22	980	544	351	0	0	0	0	0	1876	155.57	4.81	1.45	6.14	8.14	7.77	12.21	1.35	40.96	12.46
7/10/2019 10:39:28 PM	1.94	0.50	0.67	0.10	0.00	0.00	0.00	0.39	3.21	89.17	3.67	24.84	1026	500	303	3	0	0	0	0	1833	155.42	4.88	1.57	6.15	8.35	7.86	12.51	1.36	41.04	12.48
7/10/2019 10:39:31 PM	2.14	0.47	0.83	0.11	0.00	0.00	0.00	0.36	3.55	89.43	3.75	24.90	1133	472	373	3	0	0	0	0	1982	155.88	5.31	1.53	6.31	8.62	8.17	13.65	1.37	41.10	12.48
7/10/2019 10:39:33 PM	2.10	0.47	0.78	0.11	0.00	0.00	0.00	0.38	3.46	89.29	3.80	24.75	1111	474	351	3	0	0	0	0	1939	155.64	5.21	1.60	6.27	8.73	8.02	13.48	1.37	41.16	12.48
7/10/2019 10:39:36 PM	2.55	0.44	0.76	0.10	0.00	0.00	0.00	0.33	3.85	89.47	3.85	24.51	1349	442	343	3	0	0	0	0	2137	155.95	5.23	1.59	6.42	8.72	8.18	14.33	1.38	41.24	12.49
7/10/2019 10:39:38 PM	2.63	0.51	0.87	0.03	0.00	0.00	0.00	0.34	4.04	90.04	3.89	24.51	1396	505	392	1	0	0	0	0	2295	156.94	5.43	1.75	6.81	9.10	8.33	14.95	1.38	41.32	12.51
7/10/2019 10:39:40 PM	2.65	0.42	0.68	0.17	0.00	0.00	0.00	0.34	3.91	89.89	3.94	24.31	1405	417	304	5	0	0	0	0	2130	156.68	5.31	1.69	6.50	8.94	8.32	14.67	1.39	41.39	12.52
7/10/2019 10:39:43 PM	2.72	0.44	0.77	0.08	0.00	0.00	0.00	0.34	4.01	89.32	4.03	23.79	1441	443	345	3	0	0	0	0	2232	155.69	5.33	1.66	6.58	9.05	8.27	14.93	1.39	41.48	12.52
7/10/2019 10:39:45 PM	2.72	0.43	0.80	0.10	0.00	0.00	0.00	0.33	4.05	90.21	4.09	23.54	1441	434	358	3	0	0	0	0	2237	157.23	5.42	1.69	6.61	9.05	8.30	15.07	1.40	41.53	12.55
7/10/2019 10:39:48 PM	2.93	0.42	0.76	0.13	0.00	0.00	0.00	0.33	4.24	89.90	4.13	23.57	1555	422	341	4	0	0	0	0	2322	156.70	5.53	1.73	6.76	9.29	8.51	15.68	1.40	41.60	12.54
7/10/2019 10:39:50 PM	2.98	0.40	0.79	0.14	0.00	0.00	0.00	0.31	4.32	89.88	4.19	23.61	1581	399	356	4	0	0	0	0	2340	156.67	5.62	1.80	6.77	9.27	8.51	15.93	1.41	41.67	12.57
7/10/2019 10:39:52 PM	2.92	0.39	0.78	0.28	0.00	0.00	0.00	0.35	4.37	89.63	4.23	23.45	1545	394	349	9	0	0	0	0	2297	156.23	6.10	1.93	7.01	9.83	9.03	16.59	1.41	41.73	12.56
