Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total cell count	Trans. 700 nm	LED 3 [525 nm]	LED 4 [570 nm]	LED 5 [610 nm]	LED 6 [370 nm]	LED 7 [590 nm]	LED 8 [470 nm]	Pressure	Temp. LEDs	Temp. Sensor
date	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	r.u.	cells/ml	digits	digits	digits	digits	digits	digits	digits	bar	°C	°C
7/11/2019 8:18:14 AM	1.15	0.27	0.59	0.34	0.00	0.00	0.00	0.21	2.34	96.67	0.34	26.21	608	265	265	10	0	0	0	0	1148	168.49	4.40	-0.23	4.14	5.46	7.93	9.12	1.03	37.15	11.80
7/11/2019 8:18:16 AM	1.16	0.31	0.15	0.55	0.00	0.00	0.00	0.38	2.17	99.08	0.58	26.21	615	311	67	16	0	0	0	0	1010	172.70	4.37	1.64	5.13	6.87	7.60	9.50	1.06	37.22	11.81
7/11/2019 8:18:19 AM	1.03	0.04	0.11	0.89	0.00	0.00	0.00	0.30	2.07	99.12	0.66	26.19	545	45	50	27	0	0	0	0	666	172.76	4.83	2.46	4.80	6.28	7.25	9.74	1.06	37.33	11.82
7/11/2019 8:18:21 AM	1.37	0.20	0.08	0.51	0.00	0.00	0.00	0.36	2.16	99.54	0.66	26.16	726	202	36	15	0	0	0	0	980	173.50	4.14	0.71	4.35	6.77	7.54	9.58	1.06	37.41	11.83
7/11/2019 8:18:23 AM	0.80	0.57	0.90	0.00	0.00	0.00	0.00	0.40	2.28	98.65	0.70	26.12	425	574	405	0	0	0	0	0	1404	171.95	4.56	1.84	6.35	7.18	6.11	9.55	1.07	37.50	11.84
7/11/2019 8:18:26 AM	0.91	0.08	0.14	0.71	0.00	0.00	0.00	0.36	1.84	99.81	0.70	26.23	484	77	62	21	0	0	0	0	644	173.97	4.45	2.18	4.46	6.50	6.69	9.20	1.07	37.58	11.85
7/11/2019 8:18:28 AM	1.79	0.58	0.46	0.00	0.00	0.00	0.00	0.20	2.83	99.06	0.77	26.17	950	583	207	0	0	0	0	0	1739	172.66	3.57	1.25	6.08	5.77	7.09	9.18	1.08	37.65	11.85
7/11/2019 8:18:30 AM	0.45	0.58	0.84	0.21	0.00	0.00	0.00	0.37	2.09	99.46	0.81	26.06	241	581	379	6	0	0	0	0	1207	173.35	4.75	2.10	5.86	6.65	7.29	8.89	1.08	37.75	11.85
7/11/2019 8:18:33 AM	2.57	0.38	0.00	0.45	0.00	0.00	0.00	0.14	3.40	99.59	0.87	26.05	1364	377	0	13	0	0	0	0	1754	173.58	3.82	1.20	5.74	6.11	8.86	11.09	1.09	37.84	11.89
7/11/2019 8:18:35 AM	1.80	0.26	0.04	0.51	0.00	0.00	0.00	0.32	2.60	98.94	0.87	26.05	951	259	17	15	0	0	0	0	1243	172.44	4.19	1.59	5.22	6.93	7.62	10.45	1.09	37.92	11.85
7/11/2019 8:18:38 AM	1.44	0.57	0.60	0.00	0.00	0.00	0.00	0.40	2.62	100.00	0.93	25.99	765	575	269	0	0	0	0	0	1608	175.45	4.25	0.51	5.54	7.55	7.65	10.28	1.09	37.99	11.90
7/11/2019 8:18:40 AM	2.36	0.53	0.29	0.00	0.00	0.00	0.00	0.22	3.17	100.00	0.98	26.04	1249	529	128	0	0	0	0	0	1906	176.10	3.55	0.47	5.97	6.42	7.48	10.36	1.10	38.08	11.87
7/11/2019 8:18:42 AM	1.93	0.40	0.44	0.25	0.00	0.00	0.00	0.19	3.02	100.00	1.04	26.03	1021	395	200	7	0	0	0	0	1624	174.59	4.17	1.67	5.74	6.09	7.52	10.47	1.10	38.16	11.89
7/11/2019 8:18:45 AM	1.05	0.15	1.00	0.36	0.00	0.00	0.00	0.24	2.55	100.00	1.10	25.99	555	146	448	11	0	0	0	0	1160	175.38	5.28	1.62	4.69	6.36	6.88	10.94	1.11	38.25	11.91
7/11/2019 8:18:47 AM	1.57	0.22	0.28	0.52	0.00	0.00	0.00	0.28	2.58	100.00	1.18	26.05	830	218	124	16	0	0	0	0	1187	176.05	4.46	2.61	5.48	6.59	6.95	10.46	1.12	38.32	11.91
7/11/2019 8:18:50 AM	1.76	0.45	0.36	0.10	0.00	0.00	0.00	0.36	2.67	100.00	1.25	26.07	933	448	160	3	0	0	0	0	1545	174.36	3.93	0.92	5.26	7.29	7.37	10.34	1.12	38.41	11.94
7/11/2019 8:18:52 AM	1.98	0.61	0.07	0.24	0.00	0.00	0.00	0.34	2.90	100.00	1.31	26.05	1050	611	32	7	0	0	0	0	1699	176.13	3.85	1.82	6.46	7.22	8.09	10.25	1.13	38.50	11.95
7/11/2019 8:18:54 AM	1.39	0.42	1.13	0.00	0.00	0.00	0.00	0.24	2.94	100.00	1.36	26.11	739	423	507	0	0	0	0	0	1669	174.84	4.84	2.05	5.75	6.64	6.69	11.12	1.13	38.58	11.96
7/11/2019 8:18:57 AM	0.85	0.51	0.87	0.11	0.00	0.00	0.00	0.33	2.35	100.00	1.44	26.11	452	514	393	3	0	0	0	0	1362	176.15	4.58	1.74	5.58	6.61	7.06	9.48	1.14	38.65	11.96
7/11/2019 8:18:59 AM	1.70	0.22	0.26	0.53	0.00	0.00	0.00	0.23	2.71	100.00	1.52	25.97	903	222	118	16	0	0	0	0	1258	175.68	4.38	2.56	5.55	6.21	7.07	10.41	1.15	38.75	11.94
7/11/2019 8:19:01 AM	1.21	0.39	1.14	0.00	0.00	0.00	0.00	0.22	2.75	100.00	1.60	25.87	642	392	515	0	0	0	0	0	1549	175.05	4.75	1.22	5.31	6.16	6.70	10.42	1.16	38.82	11.98
7/11/2019 8:19:04 AM	1.20	0.52	0.64	0.29	0.00	0.00	0.00	0.28	2.65	100.00	1.66	25.93	635	515	289	9	0	0	0	0	1448	174.99	4.71	1.35	5.81	6.49	8.13	9.97	1.16	38.89	12.01
7/11/2019 8:19:06 AM	1.66	0.14	0.18	0.46	0.00	0.00	0.00	0.36	2.44	100.00	1.73	25.88	881	140	80	14	0	0	0	0	1114	175.10	4.28	1.60	4.67	7.18	6.90	10.66	1.17	38.99	11.99
7/11/2019 8:19:09 AM	0.28	0.41	1.60	0.00	0.00	0.00	0.00	0.40	2.29	100.00	1.82	25.84	149	411	719	0	0	0	0	0	1279	175.01	5.79	1.11	5.05	7.48	6.76	10.89	1.18	39.09	12.00
7/11/2019 8:19:11 AM	0.72	0.46	1.00	0.09	0.00	0.00	0.00	0.39	2.27	100.00	1.85	25.84	381	456	452	3	0	0	0	0	1292	175.18	4.86	2.03	5.45	7.22	6.63	10.04	1.18	39.16	12.00
7/11/2019 8:19:13 AM	1.67	0.26	0.09	0.69	0.00	0.00	0.00	0.37	2.70	100.00	1.90	25.89	884	256	39	21	0	0	0	0	1200	175.76	4.88	2.22	5.72	7.66	8.05	11.42	1.19	39.22	12.03
7/11/2019 8:19:16 AM	1.30	0.09	0.00	0.82	0.00	0.00	0.00	0.39	2.22	100.00	1.97	25.95	689	95	0	25	0	0	0	0	808	175.75	4.78	2.06	4.84	7.31	7.64	10.56	1.19	39.31	12.02
7/11/2019 8:19:18 AM	1.72	0.49	1.14	0.00	0.00	0.00	0.00	0.19	3.35	100.00	2.05	25.96	912	485	515	0	0	0	0	0	1911	175.30	5.05	1.37	6.12	6.64	7.53	11.84	1.20	39.40	12.04
7/11/2019 8:19:20 AM	2.05	0.30	0.21	0.31	0.00	0.00	0.00	0.37	2.87	100.00	2.13	25.88	1086	300	97	9	0	0	0	0	1491	175.44	4.29	1.48	5.35	7.76	7.43	11.55	1.21	39.49	12.06
7/11/2019 8:19:23 AM	1.92	0.31	0.00	0.56	0.00	0.00	0.00	0.34	2.79	100.00	2.20	25.84	1019	311	0	17	0	0	0	0	1347	175.09	4.42	1.26	5.43	7.37	8.41	11.08	1.22	39.56	12.06
7/11/2019 8:19:25 AM	1.25	0.43	0.85	0.24	0.00	0.00	0.00	0.23	2.77	100.00	2.23	25.87	664	426	381	7	0	0	0	0	1478	175.33	4.85	1.68	5.68	6.29	7.56	10.42	1.22	39.64	12.09
7/11/2019 8:19:28 AM	1.69	0.39	0.60	0.00	0.00	0.00	0.00	0.39	2.69	100.00	2.28	25.90	897	393	270	0	0	0	0	0	1560	174.83	4.14	2.00	5.68	7.67	6.03	10.94	1.22	39.73	12.08
