Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total cell count	Trans. 700 nm	LED 3 [525 nm]	LED 4 [570 nm]	LED 5 [610 nm]	LED 6 [370 nm]	LED 7 [590 nm]	LED 8 [470 nm]	Pressure	Temp. LEDs	Temp. Sensor
date	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	r.u.	cells/ml	digits	digits	digits	digits	digits	digits	digits	bar	°C	°C
7/10/2019 5:30:47 PM	0.90	0.00	0.95	0.57	0.00	0.00	0.00	0.06	2.43	97.15	0.20	27.17	479	0	427	17	0	0	0	0	924	169.32	5.05	1.71	3.49	4.39	7.20	9.86	1.02	54.75	17.36
7/10/2019 5:30:49 PM	1.81	0.35	0.98	0.16	0.00	0.00	0.00	0.07	3.30	95.64	0.34	27.19	959	350	439	5	0	0	0	0	1754	166.70	4.75	1.77	5.76	5.47	7.34	11.12	1.03	54.83	17.37
7/10/2019 5:30:52 PM	2.31	0.35	1.05	0.00	0.00	0.00	0.00	0.00	3.71	97.44	0.49	27.11	1222	352	473	0	0	0	0	0	2047	169.83	4.59	1.01	5.69	5.30	7.43	11.77	1.05	54.88	17.38
7/10/2019 5:30:54 PM	2.08	0.11	0.19	0.62	0.00	0.00	0.00	0.17	2.99	96.70	0.56	27.12	1101	114	83	18	0	0	0	0	1316	168.55	4.47	2.61	5.50	6.16	7.16	11.22	1.05	54.93	17.40
7/10/2019 5:30:56 PM	1.84	0.31	1.04	0.03	0.00	0.00	0.00	0.12	3.23	96.82	0.63	27.14	976	314	469	1	0	0	0	0	1760	168.76	4.65	1.03	5.18	5.83	7.15	11.30	1.06	55.00	17.42
7/10/2019 5:30:59 PM	1.84	0.45	0.97	0.00	0.00	0.00	0.00	0.10	3.26	97.17	0.69	27.04	976	452	436	0	0	0	0	0	1865	169.36	4.45	1.01	5.64	5.58	7.52	10.74	1.07	55.06	17.42
7/10/2019 5:31:01 PM	2.36	0.05	0.00	0.70	0.00	0.00	0.00	0.19	3.11	97.04	0.79	26.98	1249	52	0	21	0	0	0	0	1322	169.13	4.16	2.73	5.18	6.54	7.59	11.79	1.08	55.13	17.38
7/10/2019 5:31:03 PM	2.17	0.27	0.42	0.35	0.00	0.00	0.00	0.21	3.21	97.51	0.82	27.02	1149	269	189	11	0	0	0	0	1618	169.95	4.54	1.52	5.52	6.67	7.71	11.71	1.08	55.19	17.39
7/10/2019 5:31:06 PM	2.38	0.10	0.25	0.33	0.00	0.00	0.00	0.23	3.06	96.74	0.87	27.06	1262	99	111	10	0	0	0	0	1481	168.61	4.10	1.10	4.64	6.71	7.02	11.63	1.09	55.21	17.48
7/10/2019 5:31:08 PM	2.04	0.35	1.01	0.00	0.00	0.00	0.00	0.16	3.40	96.48	0.95	27.03	1083	350	452	0	0	0	0	0	1885	168.15	4.79	0.57	5.66	6.48	7.15	12.00	1.09	55.26	17.44
7/10/2019 5:31:11 PM	1.82	0.00	0.67	0.49	0.00	0.00	0.00	0.15	2.99	96.86	1.05	26.86	966	0	301	15	0	0	0	0	1282	168.82	4.95	2.34	4.84	6.10	6.62	11.80	1.10	55.35	17.41
7/10/2019 5:31:13 PM	1.62	0.00	0.62	0.50	0.00	0.00	0.00	0.23	2.74	97.11	1.14	26.90	860	0	278	15	0	0	0	0	1153	169.25	4.91	2.09	4.37	6.47	6.71	11.60	1.11	55.39	17.39
7/10/2019 5:31:15 PM	1.66	0.19	0.80	0.44	0.00	0.00	0.00	0.15	3.09	96.79	1.21	27.03	881	188	362	13	0	0	0	0	1444	168.70	5.23	1.51	5.24	6.13	7.74	11.69	1.12	55.39	17.45
7/10/2019 5:31:18 PM	2.46	0.12	0.61	0.59	0.00	0.00	0.00	0.08	3.78	96.78	1.26	26.90	1304	123	273	18	0	0	0	0	1718	168.68	5.42	2.26	5.96	6.45	8.12	13.46	1.12	55.45	17.46
7/10/2019 5:31:20 PM	2.27	0.00	0.67	0.53	0.00	0.00	0.00	0.09	3.47	96.78	1.30	26.81	1203	0	302	16	0	0	0	0	1522	168.69	5.18	1.95	4.97	6.10	7.44	12.90	1.13	55.50	17.45
