Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total cell count	Trans. 700 nm	LED 3 [525 nm]	LED 4 [570 nm]	LED 5 [610 nm]	LED 6 [370 nm]	LED 7 [590 nm]	LED 8 [470 nm]	Pressure	Temp. LEDs	Temp. Sensor
date	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	r.u.	cells/ml	digits	digits	digits	digits	digits	digits	digits	bar	°C	°C
7/11/2019 4:52:56 AM	0.80	0.95	0.66	0.01	0.00	0.00	0.00	0.54	2.43	95.76	0.22	26.05	426	950	299	0	0	0	0	0	1676	166.90	4.67	1.61	7.02	8.44	8.59	9.79	1.02	35.21	11.09
7/11/2019 4:52:58 AM	0.70	0.74	0.64	0.16	0.00	0.00	0.00	0.55	2.24	96.21	0.28	25.88	373	737	289	5	0	0	0	0	1404	167.69	4.87	1.62	6.31	8.46	8.16	10.02	1.03	35.33	11.07
7/11/2019 4:53:01 AM	0.96	0.69	0.60	0.04	0.00	0.00	0.00	0.51	2.29	97.86	0.41	25.88	511	689	269	1	0	0	0	0	1470	170.56	4.41	1.36	5.95	8.13	7.67	9.82	1.04	35.42	11.11
7/11/2019 4:53:03 AM	0.85	0.68	0.62	0.04	0.00	0.00	0.00	0.53	2.19	98.57	0.53	26.09	452	677	277	1	0	0	0	0	1407	171.79	4.42	1.51	5.90	8.18	7.47	9.69	1.05	35.48	11.09
7/11/2019 4:53:05 AM	0.83	0.74	0.70	0.00	0.00	0.00	0.00	0.51	2.27	98.53	0.59	26.19	438	744	315	0	0	0	0	0	1497	171.73	4.49	1.52	6.24	8.10	7.56	9.68	1.06	35.56	11.11
7/11/2019 4:53:08 AM	0.81	0.84	0.74	0.00	0.00	0.00	0.00	0.51	2.39	93.55	0.62	26.21	427	840	334	0	0	0	0	0	1601	163.06	4.66	1.66	6.79	8.18	7.88	9.80	1.06	35.66	11.13
7/11/2019 4:53:10 AM	0.98	0.62	0.50	0.07	0.00	0.00	0.00	0.52	2.17	98.95	0.74	26.17	522	617	224	2	0	0	0	0	1365	172.47	4.25	1.39	5.66	8.13	7.36	9.67	1.07	35.76	11.12
7/11/2019 4:53:13 AM	0.92	0.68	0.58	0.00	0.00	0.00	0.00	0.52	2.18	99.17	0.81	26.12	488	683	260	0	0	0	0	0	1430	172.84	4.24	1.31	5.83	8.10	7.38	9.52	1.08	35.84	11.12
7/11/2019 4:53:15 AM	1.03	0.67	0.55	0.02	0.00	0.00	0.00	0.52	2.27	98.90	0.85	26.10	546	668	248	1	0	0	0	0	1463	172.38	4.26	1.38	5.84	8.16	7.46	9.78	1.08	35.91	11.12
