Date,Depth_m,Temp_C,Chla_ugL,Turb_NTU,Cond_uScm,Spec_Cond_uScm,DO_mgL,DO_pSat,pH,ORP_mV,PAR,Salinity,Descent Rate (m/s),Flag
2019-07-10T11:33:38Z,-0.111,27.6168,0.9065,0.8851,29.474,31.023247,4.087,51.87,5.827,267.5032,982.19,1.4476914143873068,0.002,0
2019-07-10T11:33:38Z,-0.11,27.6182,0.9118,0.899,29.473,31.023249,4.0837,51.829,5.828,267.6465,983.78,1.4475976182406665,0.002,0
2019-07-10T11:33:38Z,-0.109,27.6198,0.8795,0.9055,29.449,30.99925,4.0802,51.786,5.83,267.7734,985.38,1.4463052082809376,0.002,0
2019-07-10T11:33:38Z,-0.108,27.6212,0.8194,0.8983,29.437,30.98689,4.0757,51.731,5.832,267.8333,986.7,1.445641113802829,0.002,0
2019-07-10T11:33:38Z,-0.108,27.6219,0.7834,0.8774,29.45,31.000716,4.0694,51.651,5.837,268.1126,988.12,1.4462942067709101,0.002,0
2019-07-10T11:33:38Z,-0.108,27.623,0.7734,0.8168,29.486,31.039515,4.0635,51.578,5.841,268.6553,989.54,1.4481279620056768,0.001,0
2019-07-10T11:33:38Z,-0.108,27.6242,0.7766,0.7883,29.519,31.075285,4.057,51.496,5.846,269.1464,991.34,1.4498031854912925,0.001,0
2019-07-10T11:33:38Z,-0.108,27.6256,0.8131,0.8276,29.497,31.052482,4.049,51.396,5.851,269.4046,992.9,1.4486204197530745,0,0
2019-07-10T11:33:38Z,-0.108,27.627,0.8765,0.8659,29.223,30.763813,4.0456,51.354,5.859,269.4539,990.43,1.4343761952530196,-3.875e-7,0
2019-07-10T11:33:38Z,-0.108,27.6281,0.9098,0.8904,28.498,29.996215,4.0646,51.585,5.868,269.3121,987.97,1.3968110615780425,0,0
2019-07-10T11:33:38Z,-0.108,27.6293,0.9043,0.8945,27.635,29.068398,4.1907,53.148,5.875,269.1531,991.58,1.3521886568855075,0,0
2019-07-10T11:33:38Z,-0.108,27.6307,0.9049,0.8832,27.12,28.492022,4.5541,57.69,5.878,269.0798,995.89,1.325588611383582,-0.001,0
2019-07-10T11:33:38Z,-0.108,27.6323,0.9171,0.8852,26.962,28.293418,5.1716,65.442,5.876,268.77,999.07,1.3174033093589983,-0.001,0
2019-07-10T11:33:38Z,-0.108,27.6328,0.9136,0.8857,26.944,28.253195,5.9097,74.732,5.87,268.1615,1002.5,1.3164623964013473,0,0
